"Invoice,StockCode,Description,Quantity,InvoiceDate,Price,Customer ID,Country,TotalPrice,Year,Month,MonthYear"
"521986,21217,RED SPOTTY ROUND CAKE TINS,3,2010-09-10 10:34:00,9.95,14205,United Kingdom,29.85,2010,2010-09,2010-09-01"
"535091,20685,DOORMAT RED RETROSPOT,6,2010-11-25 10:20:00,7.95,14304,United Kingdom,47.7,2010,2010-11,2010-11-01"
"510534,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,16,2010-06-01 14:18:00,0.65,16347,United Kingdom,10.4,2010,2010-06,2010-06-01"
"529924,47559B,TEA TIME OVEN GLOVE,10,2010-10-31 14:20:00,1.25,12347,Iceland,12.5,2010,2010-10,2010-10-01"
"501006,21843,RETRO SPOT CAKE STAND,24,2010-03-11 14:33:00,9.95,14646,Netherlands,238.8,2010,2010-03,2010-03-01"
"515335,71053,WHITE METAL LANTERN,1,2010-07-11 14:19:00,3.75,14606,United Kingdom,3.75,2010,2010-07,2010-07-01"
"521132,84596F,SMALL MARSHMALLOWS PINK BOWL,2,2010-09-02 12:53:00,1.25,14796,United Kingdom,2.5,2010,2010-09,2010-09-01"
"510331,15044B,BLUE PAPER PARASOL,6,2010-05-28 13:57:00,2.95,13081,United Kingdom,17.700000000000003,2010,2010-05,2010-05-01"
"525472,22138,BAKING SET 9 PIECE RETROSPOT,3,2010-10-05 15:15:00,4.95,16129,United Kingdom,14.85,2010,2010-10,2010-10-01"
"506699,21232,STRAWBERRY CERAMIC TRINKET BOX,6,2010-05-02 13:42:00,1.25,14040,United Kingdom,7.5,2010,2010-05,2010-05-01"
"490503,82582,AREA PATROLLED METAL SIGN,2,2009-12-06 14:00:00,2.1,14548,United Kingdom,4.2,2009,2009-12,2009-12-01"
"501291,85186A,EASTER BUNNY GARLAND OF FLOWERS,1,2010-03-15 15:33:00,0.42,14343,United Kingdom,0.42,2010,2010-03,2010-03-01"
"526863,85099B,JUMBO BAG RED RETROSPOT,10,2010-10-13 13:08:00,1.95,15203,United Kingdom,19.5,2010,2010-10,2010-10-01"
"535398,22195,LARGE HEART MEASURING SPOONS,15,2010-11-26 11:00:00,1.65,18031,United Kingdom,24.75,2010,2010-11,2010-11-01"
"494798,21653,GLASS ETCHED T-LIGHT HOLDER LARGE,2,2010-01-18 14:32:00,2.1,17773,United Kingdom,4.2,2010,2010-01,2010-01-01"
"501877,20682,RED SPOTTY CHILDS UMBRELLA,1,2010-03-21 13:14:00,3.25,17611,United Kingdom,3.25,2010,2010-03,2010-03-01"
"511107,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-06-07 09:49:00,0.42,16422,United Kingdom,50.4,2010,2010-06,2010-06-01"
"522097,22151,PLACE SETTING WHITE HEART,96,2010-09-12 13:49:00,0.42,14898,United Kingdom,40.32,2010,2010-09,2010-09-01"
"521577,84510A,SET OF 4 ENGLISH ROSE COASTERS,10,2010-09-07 12:30:00,1.25,13001,United Kingdom,12.5,2010,2010-09,2010-09-01"
"524155,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,80,2010-09-27 16:00:00,2.55,14911,EIRE,204.0,2010,2010-09,2010-09-01"
"507666,84535B,FAIRY CAKES NOTEBOOK A6 SIZE,16,2010-05-10 17:09:00,0.65,12839,United Kingdom,10.4,2010,2010-05,2010-05-01"
"518675,22636,CHILDS BREAKFAST SET CIRCUS PARADE,16,2010-08-10 16:14:00,7.65,14646,Netherlands,122.4,2010,2010-08,2010-08-01"
"494512,21537,RETRO SPOTS PUDDING BOWL,4,2010-01-15 09:10:00,4.25,14755,United Kingdom,17.0,2010,2010-01,2010-01-01"
"520746,22149,FELTCRAFT 6 FLOWER FRIENDS,6,2010-08-31 10:52:00,2.1,14911,EIRE,12.6,2010,2010-08,2010-08-01"
"524409,22383,LUNCH BAG SUKI  DESIGN,10,2010-09-29 09:46:00,1.65,12975,United Kingdom,16.5,2010,2010-09,2010-09-01"
"531334,21098,CHRISTMAS TOILET ROLL,2,2010-11-07 12:35:00,1.25,16416,United Kingdom,2.5,2010,2010-11,2010-11-01"
"525057,85049E,SCANDINAVIAN REDS RIBBONS,12,2010-10-03 14:03:00,1.25,13245,United Kingdom,15.0,2010,2010-10,2010-10-01"
"523156,22380,TOY TIDY SPACEBOY,10,2010-09-20 15:12:00,2.1,13599,United Kingdom,21.0,2010,2010-09,2010-09-01"
"491688,35951,FOLKART BAUBLE CHRISTMAS DECORATION,1,2009-12-13 13:03:00,1.25,14606,United Kingdom,1.25,2009,2009-12,2009-12-01"
"521796,21592,RETRO SPOT  CIGAR BOX MATCHES,3,2010-09-08 13:57:00,1.25,17220,United Kingdom,3.75,2010,2010-09,2010-09-01"
"515165,22713,CARD I LOVE LONDON,12,2010-07-08 16:08:00,0.42,13564,United Kingdom,5.04,2010,2010-07,2010-07-01"
"519393,48194,DOORMAT HEARTS,2,2010-08-16 14:59:00,7.49,13728,United Kingdom,14.98,2010,2010-08,2010-08-01"
"532901,22193,RED DINER WALL CLOCK,4,2010-11-15 11:39:00,8.5,15218,United Kingdom,34.0,2010,2010-11,2010-11-01"
"502429,84997C,BLUE 3 PIECE MINI DOTS CUTLERY SET,6,2010-03-24 12:43:00,3.75,12742,United Arab Emirates,22.5,2010,2010-03,2010-03-01"
"537208,21401,BLUE PUDDING SPOON,1,2010-12-05 15:12:00,0.42,15889,United Kingdom,0.42,2010,2010-12,2010-12-01"
"533088,20963,APPLE BATH SPONGE,20,2010-11-16 10:05:00,1.25,12357,Switzerland,25.0,2010,2010-11,2010-11-01"
"500010,84472,PINK AND LILAC QUILTED THROW,1,2010-03-04 10:06:00,45.95,13377,United Kingdom,45.95,2010,2010-03,2010-03-01"
"508864,22384,LUNCH BAG PINK RETROSPOT,9,2010-05-18 16:09:00,1.65,17589,United Kingdom,14.85,2010,2010-05,2010-05-01"
"513326,22417,PACK OF 60 SPACEBOY CAKE CASES,2,2010-06-23 17:04:00,0.55,16918,United Kingdom,1.1,2010,2010-06,2010-06-01"
"492540,82486,WOOD S/3 CABINET ANT WHITE FINISH,2,2009-12-17 13:36:00,7.95,15005,United Kingdom,15.9,2009,2009-12,2009-12-01"
"517740,20725,LUNCH BAG RED SPOTTY,2,2010-08-01 15:20:00,1.65,12862,United Kingdom,3.3,2010,2010-08,2010-08-01"
"495227,21165,BEWARE OF THE CAT METAL SIGN,3,2010-01-21 19:11:00,1.69,14713,United Kingdom,5.07,2010,2010-01,2010-01-01"
"501138,22297,HEART IVORY TRELLIS SMALL,4,2010-03-14 12:05:00,1.25,14532,United Kingdom,5.0,2010,2010-03,2010-03-01"
"534404,72802C,VANILLA SCENT CANDLE JEWELLED BOX,1,2010-11-22 14:08:00,4.25,14048,United Kingdom,4.25,2010,2010-11,2010-11-01"
"524834,21890,S/6 WOODEN SKITTLES IN COTTON BAG,6,2010-09-30 17:28:00,2.95,15243,United Kingdom,17.700000000000003,2010,2010-09,2010-09-01"
"496462,48184,DOOR MAT ENGLISH ROSE,2,2010-02-01 14:44:00,6.75,13628,United Kingdom,13.5,2010,2010-02,2010-02-01"
"512751,47552A,DOTS IRONING BOARD COVER,1,2010-06-17 15:08:00,1.95,17953,United Kingdom,1.95,2010,2010-06,2010-06-01"
"532969,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,12,2010-11-15 13:04:00,2.1,17992,United Kingdom,25.200000000000003,2010,2010-11,2010-11-01"
"499960,22431,WATERING CAN BLUE ELEPHANT,6,2010-03-03 12:54:00,1.95,13294,United Kingdom,11.7,2010,2010-03,2010-03-01"
"520570,21181,PLEASE ONE PERSON METAL SIGN,3,2010-08-26 20:07:00,2.1,16549,United Kingdom,6.300000000000001,2010,2010-08,2010-08-01"
"507667,20773,BLUE PAISLEY NOTEBOOK,2,2010-05-10 17:21:00,1.65,12867,United Kingdom,3.3,2010,2010-05,2010-05-01"
"495356,22215,CAKE STAND WHITE TWO TIER LACE,4,2010-01-24 11:35:00,8.5,13036,United Kingdom,34.0,2010,2010-01,2010-01-01"
"517333,22384,LUNCH BAG PINK RETROSPOT,10,2010-07-28 13:05:00,1.65,12656,France,16.5,2010,2010-07,2010-07-01"
"533088,84031A,CHARLIE+LOLA RED HOT WATER BOTTLE,12,2010-11-16 10:05:00,4.65,12357,Switzerland,55.8,2010,2010-11,2010-11-01"
"530124,22157,ANGEL DECORATION WITH LACE PADDED,6,2010-11-01 15:14:00,0.85,13174,United Kingdom,5.1,2010,2010-11,2010-11-01"
"535571,22212,FOUR HOOK  WHITE LOVEBIRDS,1,2010-11-26 15:36:00,2.1,16904,United Kingdom,2.1,2010,2010-11,2010-11-01"
"511042,20725,LUNCH BAG RED SPOTTY,5,2010-06-06 11:22:00,1.65,18234,United Kingdom,8.25,2010,2010-06,2010-06-01"
"521222,21467,CHERRY CROCHET FOOD COVER,1,2010-09-03 10:39:00,3.75,17287,United Kingdom,3.75,2010,2010-09,2010-09-01"
"537623,84968A,SET OF 16 VINTAGE ROSE CUTLERY,1,2010-12-07 14:31:00,12.75,15858,United Kingdom,12.75,2010,2010-12,2010-12-01"
"505730,21540,DAIRY MAID BUTTER DISH,3,2010-04-25 14:31:00,4.25,13455,United Kingdom,12.75,2010,2010-04,2010-04-01"
"521515,22355,CHARLOTTE BAG SUKI DESIGN,4,2010-09-06 14:36:00,0.85,13736,United Kingdom,3.4,2010,2010-09,2010-09-01"
"514671,22498,WOODEN REGATTA BUNTING,3,2010-07-05 13:20:00,5.95,16177,United Kingdom,17.85,2010,2010-07,2010-07-01"
"498766,21212,PACK OF 72 RETRO SPOT CAKE CASES,120,2010-02-23 09:42:00,0.42,18051,United Kingdom,50.4,2010,2010-02,2010-02-01"
"536674,21034,REX CASH+CARRY JUMBO SHOPPER,5,2010-12-02 12:16:00,0.95,15923,United Kingdom,4.75,2010,2010-12,2010-12-01"
"534681,22812,PACK 3 BOXES CHRISTMAS PANNETONE,4,2010-11-23 14:50:00,1.95,13451,United Kingdom,7.8,2010,2010-11,2010-11-01"
"514480,84755,COLOUR GLASS T-LIGHT HOLDER HANGING,56,2010-07-02 14:15:00,0.65,16409,United Kingdom,36.4,2010,2010-07,2010-07-01"
"522973,21669,BLUE STRIPE CERAMIC DRAWER KNOB,12,2010-09-19 13:36:00,1.25,16434,United Kingdom,15.0,2010,2010-09,2010-09-01"
"501508,72741,GRAND CHOCOLATECANDLE,9,2010-03-17 11:33:00,1.25,17448,United Kingdom,11.25,2010,2010-03,2010-03-01"
"521395,21692,SILVER LATTICE VANILLA CANDLE POT,6,2010-09-05 15:47:00,3.75,13617,United Kingdom,22.5,2010,2010-09,2010-09-01"
"495195,21076,SET/20 COLLAGE PAPER NAPKIN,12,2010-01-21 15:18:00,0.85,13089,United Kingdom,10.2,2010,2010-01,2010-01-01"
"533838,79000,MOROCCAN TEA GLASS,12,2010-11-19 10:57:00,0.85,13662,United Kingdom,10.2,2010,2010-11,2010-11-01"
"500493,21122,SET/10 PINK SPOTTY PARTY CANDLES,1,2010-03-08 12:52:00,1.25,17289,United Kingdom,1.25,2010,2010-03,2010-03-01"
"532295,22866,HAND WARMER SCOTTY DOG DESIGN,12,2010-11-11 13:46:00,2.1,13226,United Kingdom,25.200000000000003,2010,2010-11,2010-11-01"
"497369,21929,JUMBO BAG PINK VINTAGE PAISLEY,100,2010-02-09 10:18:00,1.65,16746,United Kingdom,165.0,2010,2010-02,2010-02-01"
"493816,48194,DOORMAT HEARTS,2,2010-01-07 12:19:00,6.75,15266,United Kingdom,13.5,2010,2010-01,2010-01-01"
"521821,85099B,JUMBO BAG RED RETROSPOT,10,2010-09-08 17:23:00,1.95,15523,United Kingdom,19.5,2010,2010-09,2010-09-01"
"494816,85216,ASSORTED CAKES FRIDGE MAGNETS,12,2010-01-19 09:11:00,0.65,16867,United Kingdom,7.800000000000001,2010,2010-01,2010-01-01"
"507421,22423,REGENCY CAKESTAND 3 TIER,1,2010-05-09 15:07:00,12.75,12748,United Kingdom,12.75,2010,2010-05,2010-05-01"
"529837,21034,REX CASH+CARRY JUMBO SHOPPER,1,2010-10-31 12:34:00,0.95,16784,United Kingdom,0.95,2010,2010-10,2010-10-01"
"498797,22054,MINI CAKE STAND HANGING HEARTS,2,2010-02-23 11:14:00,1.65,15493,United Kingdom,3.3,2010,2010-02,2010-02-01"
"529586,21819,GLITTER CHRISTMAS STAR,6,2010-10-28 19:41:00,0.85,16780,United Kingdom,5.1,2010,2010-10,2010-10-01"
"496313,21790,VINTAGE SNAP CARDS,2,2010-01-31 12:15:00,0.85,15013,United Kingdom,1.7,2010,2010-01,2010-01-01"
"525709,21112,""SWISS ROLL TOWEL, PINK  SPOTS"",1,2010-10-06 13:44:00,2.95,13554,United Kingdom,2.95,2010,2010-10,2010-10-01"
"518754,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,12,2010-08-11 12:54:00,1.25,17615,United Kingdom,15.0,2010,2010-08,2010-08-01"
"522115,85167B,BLACK GRAND BAROQUE PHOTO FRAME,2,2010-09-12 16:08:00,4.25,15796,United Kingdom,8.5,2010,2010-09,2010-09-01"
"519013,85014B,RED/WHITE DOTS RUFFLED UMBRELLA,3,2010-08-13 08:57:00,5.95,13037,United Kingdom,17.85,2010,2010-08,2010-08-01"
"504572,84986B,SET OF 36 SILVER PAPER DOILIES,3,2010-04-14 14:49:00,1.45,18057,United Kingdom,4.35,2010,2010-04,2010-04-01"
"497358,84990,60 GOLD AND SILVER FAIRY CAKE CASES,3,2010-02-08 17:25:00,0.55,14606,United Kingdom,1.65,2010,2010-02,2010-02-01"
"506113,21737,SET 3 WICKER LOG BASKETS,1,2010-04-27 13:48:00,19.95,16210,United Kingdom,19.95,2010,2010-04,2010-04-01"
"504498,21878,PACK OF 6 SANDCASTLE FLAGS ASSORTED,200,2010-04-14 11:16:00,0.72,17511,United Kingdom,144.0,2010,2010-04,2010-04-01"
"495405,20727,LUNCH BAG  BLACK SKULL.,2,2010-01-25 09:53:00,1.65,16125,United Kingdom,3.3,2010,2010-01,2010-01-01"
"494870,85049H,URBAN BLACK RIBBONS,1,2010-01-19 12:15:00,1.25,15998,United Kingdom,1.25,2010,2010-01,2010-01-01"
"534178,21928,JUMBO BAG SCANDINAVIAN PAISLEY,1,2010-11-21 13:46:00,1.95,17244,United Kingdom,1.95,2010,2010-11,2010-11-01"
"514152,22375,AIRLINE BAG VINTAGE JET SET BROWN,12,2010-06-30 14:12:00,5.45,13814,Germany,65.4,2010,2010-06,2010-06-01"
"528621,22745,POPPY'S PLAYHOUSE BEDROOM,5,2010-10-24 10:41:00,2.1,14800,United Kingdom,10.5,2010,2010-10,2010-10-01"
"505718,21474,SWEETHEART CREAM STEEL FOLDIN BENCH,2,2010-04-25 13:26:00,19.95,13609,United Kingdom,39.9,2010,2010-04,2010-04-01"
"530938,22865,HAND WARMER OWL DESIGN,12,2010-11-04 17:36:00,2.1,17469,United Kingdom,25.200000000000003,2010,2010-11,2010-11-01"
"518557,22421,LIPSTICK PEN FUSCHIA,12,2010-08-10 09:52:00,0.42,15805,United Kingdom,5.04,2010,2010-08,2010-08-01"
"503336,22079,RIBBON REEL HEARTS DESIGN,5,2010-03-31 12:23:00,1.65,13059,United Kingdom,8.25,2010,2010-03,2010-03-01"
"537691,22505,MEMO BOARD COTTAGE DESIGN,4,2010-12-08 10:39:00,4.95,13842,United Kingdom,19.8,2010,2010-12,2010-12-01"
"531441,84991,60 TEATIME FAIRY CAKE CASES,24,2010-11-08 12:30:00,0.55,14927,United Kingdom,13.2,2010,2010-11,2010-11-01"
"528586,22173,METAL 4 HOOK HANGER FRENCH CHATEAU,1,2010-10-22 13:59:00,2.95,17191,United Kingdom,2.95,2010,2010-10,2010-10-01"
"495393,84509E,CAROUSEL PLACEMATS,1,2010-01-24 15:42:00,3.75,15483,United Kingdom,3.75,2010,2010-01,2010-01-01"
"533955,21485,RETROSPOT HEART HOT WATER BOTTLE,6,2010-11-19 12:45:00,4.95,17756,United Kingdom,29.700000000000003,2010,2010-11,2010-11-01"
"490346,21458,2 PICTURE BOOK EGGS EASTER BUNNY,12,2009-12-04 16:12:00,1.25,16351,United Kingdom,15.0,2009,2009-12,2009-12-01"
"492738,85123A,WHITE HANGING HEART T-LIGHT HOLDER,4,2009-12-18 12:23:00,2.95,14527,United Kingdom,11.8,2009,2009-12,2009-12-01"
"529573,22652,TRAVEL SEWING KIT,1,2010-10-28 18:54:00,1.65,16242,United Kingdom,1.65,2010,2010-10,2010-10-01"
"504640,22354,RETROSPOT PADDED SEAT CUSHION,4,2010-04-15 14:14:00,3.75,17032,United Kingdom,15.0,2010,2010-04,2010-04-01"
"499230,20724,RED SPOTTY CHARLOTTE BAG,4,2010-02-25 12:16:00,0.85,12748,United Kingdom,3.4,2010,2010-02,2010-02-01"
"532247,22616,PACK OF 12 LONDON TISSUES,1440,2010-11-11 12:44:00,0.25,17306,United Kingdom,360.0,2010,2010-11,2010-11-01"
"517823,22357,KINGS CHOICE BISCUIT TIN,4,2010-08-02 12:37:00,4.25,12395,Belgium,17.0,2010,2010-08,2010-08-01"
"508064,84968E,S/16 VINTAGE BLACK CUTLERY,4,2010-05-12 13:55:00,12.75,16993,United Kingdom,51.0,2010,2010-05,2010-05-01"
"502820,82551,LAUNDRY 15C METAL SIGN,12,2010-03-28 11:07:00,1.25,14849,United Kingdom,15.0,2010,2010-03,2010-03-01"
"538053,22111,SCOTTIE DOG HOT WATER BOTTLE,24,2010-12-09 13:34:00,4.25,15856,United Kingdom,102.0,2010,2010-12,2010-12-01"
"533592,21208,PASTEL COLOUR HONEYCOMB FAN,2,2010-11-18 12:08:00,1.65,14446,United Kingdom,3.3,2010,2010-11,2010-11-01"
"519122,21612,SET 12 WILDFLOWER BOTANICAL T-LIGHT,2,2010-08-13 12:11:00,2.95,17913,United Kingdom,5.9,2010,2010-08,2010-08-01"
"529625,22855,FINE WICKER HEART,12,2010-10-29 11:59:00,1.25,17741,United Kingdom,15.0,2010,2010-10,2010-10-01"
"532580,22777,GLASS CLOCHE LARGE,1,2010-11-12 14:18:00,8.5,15311,United Kingdom,8.5,2010,2010-11,2010-11-01"
"495898,22128,PARTY CONES CANDY ASSORTED,12,2010-01-27 12:31:00,1.25,16713,United Kingdom,15.0,2010,2010-01,2010-01-01"
"528763,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-10-24 15:57:00,1.25,12926,United Kingdom,15.0,2010,2010-10,2010-10-01"
"505335,84997A,GREEN 3 PIECE MINI DOTS CUTLERY SET,24,2010-04-21 13:00:00,3.75,12709,Germany,90.0,2010,2010-04,2010-04-01"
"499497,15056BL,EDWARDIAN PARASOL BLACK,1,2010-02-28 14:24:00,5.95,14396,United Kingdom,5.95,2010,2010-02,2010-02-01"
"522090,21231,SWEETHEART CERAMIC TRINKET BOX,4,2010-09-12 12:46:00,1.25,16799,United Kingdom,5.0,2010,2010-09,2010-09-01"
"526652,22950,36 DOILIES VINTAGE CHRISTMAS,12,2010-10-12 14:09:00,1.45,14263,United Kingdom,17.4,2010,2010-10,2010-10-01"
"499986,72802C,VANILLA SCENT CANDLE JEWELLED BOX,2,2010-03-03 16:03:00,4.25,16285,United Kingdom,8.5,2010,2010-03,2010-03-01"
"511655,M,Manual,1,2010-06-09 14:09:00,3.0,14104,United Kingdom,3.0,2010,2010-06,2010-06-01"
"516715,22413,METAL SIGN TAKE IT OR LEAVE IT,6,2010-07-22 12:25:00,2.95,13740,United Kingdom,17.700000000000003,2010,2010-07,2010-07-01"
"500318,72741,GRAND CHOCOLATECANDLE,27,2010-03-07 12:01:00,1.45,17675,United Kingdom,39.15,2010,2010-03,2010-03-01"
"492778,22236,CAKE STAND 3 TIER MAGIC GARDEN,1,2009-12-18 16:13:00,12.75,18252,United Kingdom,12.75,2009,2009-12,2009-12-01"
"509213,48138,DOOR MAT UNION FLAG,2,2010-05-21 10:22:00,7.49,17146,United Kingdom,14.98,2010,2010-05,2010-05-01"
"529837,21159,MOODY BOY  DOOR HANGER,1,2010-10-31 12:34:00,1.45,16784,United Kingdom,1.45,2010,2010-10,2010-10-01"
"537135,20975,12 PENCILS SMALL TUBE RED RETROSPOT,4,2010-12-05 12:35:00,0.65,17059,United Kingdom,2.6,2010,2010-12,2010-12-01"
"510445,84832,ZINC WILLIE WINKIE  CANDLE STICK,3,2010-05-30 15:58:00,0.85,18069,United Kingdom,2.55,2010,2010-05,2010-05-01"
"537156,22830,UTILTY CABINET WITH HOOKS,1,2010-12-05 13:08:00,26.95,17858,United Kingdom,26.95,2010,2010-12,2010-12-01"
"492418,21985,PACK OF 12 HEARTS DESIGN TISSUES,48,2009-12-16 17:27:00,0.29,15498,United Kingdom,13.919999999999998,2009,2009-12,2009-12-01"
"493968,21523,FANCY FONT HOME SWEET HOME DOORMAT,10,2010-01-08 16:42:00,5.95,15640,United Kingdom,59.5,2010,2010-01,2010-01-01"
"500587,21614,SET OF 12 ROSE BOTANICAL T-LIGHTS,6,2010-03-09 10:18:00,2.95,17138,United Kingdom,17.700000000000003,2010,2010-03,2010-03-01"
"505335,22398,MAGNETS PACK OF 4 SWALLOWS,36,2010-04-21 13:00:00,1.25,12709,Germany,45.0,2010,2010-04,2010-04-01"
"509977,85068,CREAM SWEETHEART SHELF + HOOKS,3,2010-05-26 13:51:00,7.95,14651,United Kingdom,23.85,2010,2010-05,2010-05-01"
"530011,22840,ROUND CAKE TIN VINTAGE RED,12,2010-11-01 09:53:00,6.95,14961,United Kingdom,83.4,2010,2010-11,2010-11-01"
"525172,22131,FOOD CONTAINER SET 3 LOVE HEART,6,2010-10-04 12:22:00,1.95,15596,United Kingdom,11.7,2010,2010-10,2010-10-01"
"522614,20669,RED HEART LUGGAGE TAG,2,2010-09-15 14:45:00,1.25,14375,United Kingdom,2.5,2010,2010-09,2010-09-01"
"535615,20966,SANDWICH BATH SPONGE,50,2010-11-26 17:00:00,1.25,15856,United Kingdom,62.5,2010,2010-11,2010-11-01"
"529162,22365,DOORMAT RESPECTABLE HOUSE,10,2010-10-26 17:26:00,6.75,15093,United Kingdom,67.5,2010,2010-10,2010-10-01"
"506860,22323,PINK POLKADOT KIDS BAG,12,2010-05-04 14:51:00,1.95,18163,United Kingdom,23.4,2010,2010-05,2010-05-01"
"508721,21446,12 RED ROSE PEG PLACE SETTINGS,1,2010-05-17 17:24:00,1.25,14606,United Kingdom,1.25,2010,2010-05,2010-05-01"
"509100,21843,RED RETROSPOT CAKE STAND,1,2010-05-20 11:49:00,10.95,17841,United Kingdom,10.95,2010,2010-05,2010-05-01"
"536152,21261,GREEN GOOSE FEATHER CHRISTMAS TREE,1,2010-11-30 11:50:00,16.95,16223,United Kingdom,16.95,2010,2010-11,2010-11-01"
"524446,21789,KIDS RAIN MAC PINK,4,2010-09-29 11:19:00,0.85,14049,United Kingdom,3.4,2010,2010-09,2010-09-01"
"497337,84678,CLASSICAL ROSE SMALL VASE,6,2010-02-08 14:53:00,2.55,14911,EIRE,15.3,2010,2010-02,2010-02-01"
"532673,21111,""SWISS ROLL TOWEL, CHOCOLATE  SPOTS"",1,2010-11-14 11:51:00,2.95,15038,United Kingdom,2.95,2010,2010-11,2010-11-01"
"531014,20723,STRAWBERRY CHARLOTTE BAG,10,2010-11-05 11:42:00,0.85,13278,United Kingdom,8.5,2010,2010-11,2010-11-01"
"519713,22197,SMALL POPCORN HOLDER,600,2010-08-19 15:36:00,0.72,14156,EIRE,432.0,2010,2010-08,2010-08-01"
"495313,21385,IVORY HANGING DECORATION  HEART,24,2010-01-22 14:32:00,0.85,13889,United Kingdom,20.4,2010,2010-01,2010-01-01"
"496340,37450,CERAMIC CAKE BOWL + HANGING CAKES,6,2010-01-31 15:45:00,2.95,12668,Germany,17.700000000000003,2010,2010-01,2010-01-01"
"491667,21733,RED HANGING HEART T-LIGHT HOLDER,1,2009-12-13 11:34:00,2.95,15503,United Kingdom,2.95,2009,2009-12,2009-12-01"
"513372,20717,STRAWBERRY SHOPPER BAG,10,2010-06-24 11:35:00,1.25,14911,EIRE,12.5,2010,2010-06,2010-06-01"
"491465,21904,HOUSE WRECKING METAL SIGN,24,2009-12-11 11:52:00,0.85,14643,United Kingdom,20.4,2009,2009-12,2009-12-01"
"489888,22183,CAKE STAND VICTORIAN FILIGREE MED,3,2009-12-02 16:49:00,6.75,14841,United Kingdom,20.25,2009,2009-12,2009-12-01"
"519607,85124B,BLUE JUICY FRUIT PHOTO FRAME,2,2010-08-18 16:21:00,2.55,14505,United Kingdom,5.1,2010,2010-08,2010-08-01"
"501482,22507,MEMO BOARD RETROSPOT  DESIGN,16,2010-03-17 10:16:00,4.25,13935,United Kingdom,68.0,2010,2010-03,2010-03-01"
"491627,20727,LUNCH BAG  BLACK SKULL.,10,2009-12-11 14:33:00,1.65,13819,United Kingdom,16.5,2009,2009-12,2009-12-01"
"536257,22902,TOTE BAG I LOVE LONDON,24,2010-11-30 15:09:00,2.1,13010,United Kingdom,50.400000000000006,2010,2010-11,2010-11-01"
"502278,21975,PACK OF 60 DINOSAUR CAKE CASES,24,2010-03-23 16:37:00,0.55,15785,United Kingdom,13.2,2010,2010-03,2010-03-01"
"515591,22400,MAGNETS PACK OF 4 HOME SWEET HOME,2,2010-07-13 13:20:00,1.25,13428,United Kingdom,2.5,2010,2010-07,2010-07-01"
"503538,22112,CHOCOLATE HOT WATER BOTTLE,2,2010-04-01 14:04:00,4.95,14692,United Kingdom,9.9,2010,2010-04,2010-04-01"
"513019,22477,WATERING CAN GARDEN MARKER,10,2010-06-21 11:55:00,1.25,14593,United Kingdom,12.5,2010,2010-06,2010-06-01"
"511734,21955,DOOR MAT UNION JACK GUNS AND ROSES,2,2010-06-10 10:38:00,7.49,17158,United Kingdom,14.98,2010,2010-06,2010-06-01"
"534652,47578A,ENGLISH ROSE SMALL SCENTED FLOWER,1,2010-11-23 13:26:00,0.85,14170,United Kingdom,0.85,2010,2010-11,2010-11-01"
"528121,21509,COWBOYS AND INDIANS BIRTHDAY CARD,36,2010-10-20 14:34:00,0.36,15061,United Kingdom,12.96,2010,2010-10,2010-10-01"
"497222,20893,HANGING BAUBLE T-LIGHT HOLDER SMALL,1,2010-02-07 15:16:00,2.55,16082,United Kingdom,2.55,2010,2010-02,2010-02-01"
"491668,79323GR,GREEN CHERRY LIGHTS,8,2009-12-13 11:35:00,6.75,15144,United Kingdom,54.0,2009,2009-12,2009-12-01"
"528753,22505,MEMO BOARD COTTAGE DESIGN,4,2010-10-24 14:59:00,4.95,16655,United Kingdom,19.8,2010,2010-10,2010-10-01"
"525448,72741,GRAND CHOCOLATECANDLE,9,2010-10-05 14:05:00,1.45,16938,United Kingdom,13.05,2010,2010-10,2010-10-01"
"494384,21217,RED SPOTTY ROUND CAKE TINS,1,2010-01-14 08:30:00,9.95,16304,United Kingdom,9.95,2010,2010-01,2010-01-01"
"524540,22187,GREEN CHRISTMAS TREE CARD HOLDER,4,2010-09-29 13:49:00,4.25,13048,United Kingdom,17.0,2010,2010-09,2010-09-01"
"495501,20974,12 PENCILS SMALL TUBE SKULL,4,2010-01-25 12:33:00,0.65,15719,United Kingdom,2.6,2010,2010-01,2010-01-01"
"537852,21870,I CAN ONLY PLEASE ONE PERSON MUG,12,2010-12-08 15:56:00,1.25,17340,United Kingdom,15.0,2010,2010-12,2010-12-01"
"502826,21948,SET OF 6 CAKE CHOPSTICKS,18,2010-03-28 11:38:00,1.25,17920,United Kingdom,22.5,2010,2010-03,2010-03-01"
"531433,22652,TRAVEL SEWING KIT,12,2010-11-08 11:54:00,1.65,13317,United Kingdom,19.8,2010,2010-11,2010-11-01"
"534209,22219,LOVEBIRD HANGING DECORATION WHITE,12,2010-11-21 15:55:00,0.85,14146,United Kingdom,10.2,2010,2010-11,2010-11-01"
